CODIGO;INCLUSAO
126764;2019-07-30
50338;2010-10-04
211995;2025-02-20
212793;2025-04-24
212829;2025-04-28
104831;2018-12-03
150323;2019-10-28
203530;2021-09-29
203028;2021-07-20
122608;2019-06-24
207739;2023-09-22
212825;2025-04-28
212490;2025-04-02
209830;2024-07-10
200094;2020-08-21
200054;2020-08-19
200402;2020-09-30
211808;2025-02-05
51534;2016-04-29
73793;2017-12-19
213979;2025-09-01
202709;2021-06-18
214923;2025-10-30
173144;2020-03-02
208532;2024-01-30
149275;2019-10-29
204519;2022-03-24
210976;2024-10-31
207700;2023-09-20
100657;2018-10-05
213263;2025-06-04
212897;2025-05-05
205679;2022-10-13
204245;2022-02-01
208215;2023-12-13
216071;2026-02-13
214689;2025-10-10
106900;2019-01-16
208811;2024-03-12
216121;2026-02-19
208150;2023-11-30
50123;2010-09-09
209740;2024-06-28
214109;2025-09-04
50757;2012-05-24
133885;2019-08-15
202230;2021-02-19
215464;2026-01-07
203071;2021-07-27
162797;2020-01-14
212083;2025-02-26
86229;2018-05-07
50269;2010-09-27
61085;2017-02-16
216985;2026-05-11
202846;2021-06-29
172049;2020-02-19
148242;2019-10-18
208578;2024-02-06
51545;2016-05-02
210022;2024-07-26
203374;2021-09-02
202158;2021-02-05
66491;2017-08-24
76876;2018-01-19
212700;2025-04-15
50775;2012-06-11
210513;2024-09-11
208836;2024-03-14
202917;2021-07-07
214961;2025-11-06
214153;2025-09-01
211692;2025-01-29
209132;2024-04-29
51294;2015-01-22
209517;2024-06-12
112110;2019-03-19
214835;2025-10-23
217439;2026-06-17
200336;2020-09-23
213994;2025-08-25
207272;2023-07-20
200730;2020-11-10
106882;2019-01-11
50509;2011-05-06
207081;2023-06-28
51461;2016-02-12
203209;2021-08-11
204503;2022-03-23
51535;2016-04-29
217039;2026-05-14
210167;2024-08-15
62225;2017-05-03
51799;2016-09-02
116469;2019-05-06
206915;2023-06-12
205108;2022-07-14
207407;2023-08-07
210990;2024-11-01
212769;2025-04-22
203621;2021-10-14
215477;2026-01-08
114207;2019-03-25
209701;2024-06-26
200888;2020-12-07
207964;2023-10-31
204205;2022-01-26
202154;2021-02-04
203038;2021-07-21
148250;2019-10-21
66513;2017-09-04
213163;2025-05-26
210689;2024-09-25
193679;2020-06-16
203651;2021-10-19
217572;2026-06-26
202781;2021-06-26
214525;2025-09-24
210863;2024-10-15
206735;2023-05-17
212586;2025-04-08
95475;2018-07-31
208278;2024-01-05
51954;2016-11-10
193672;2020-06-16
208463;2024-01-23
214577;2025-09-26
204808;2022-05-23
200749;2020-11-13
124688;2019-07-12
51536;2016-04-29
209364;2024-05-20
215643;2026-02-02
208267;2023-12-27
195804;2020-07-07
206571;2023-04-24
51794;2016-09-01
50145;2010-09-14
196865;2020-07-15
202779;2021-06-23
200700;2020-11-05
51537;2016-04-29
212613;2025-04-09
147164;2019-10-10
203097;2021-08-03
210354;2024-09-03
213985;2025-08-19
75876;2018-01-18
200554;2020-10-15
213228;2025-05-30
203652;2021-10-20
54009;2016-12-05
92340;2018-06-11
202144;2021-03-03
209528;2024-06-04
200866;2020-12-02
96519;2018-08-17
51289;2014-12-01
51538;2016-04-29
215498;2026-01-07
212099;2025-02-28
207021;2023-06-20
214419;2025-09-17
61090;2017-02-17
206271;2023-03-02
202799;2021-06-26
51539;2016-04-29
66526;2017-09-08
111083;2019-03-12
206799;2023-05-25
133888;2019-08-16
51540;2016-04-29
151354;2019-10-31
200849;2020-11-30
79018;2018-02-28
216617;2026-04-06
216709;2026-04-08
95484;2018-08-03
214632;2025-10-01
183414;2020-04-27
65352;2017-06-22
215777;2026-02-02
215803;2026-01-28
51918;2016-10-26
209529;2024-06-04
207839;2023-10-04
215393;2025-12-19
106855;2018-12-18
215601;2026-02-27
50740;2012-05-11
207085;2023-06-29
107962;2019-02-06
213470;2025-06-25
70698;2017-11-08
212395;2025-03-28
51541;2016-04-29
213832;2025-08-13
167973;2020-02-06
148200;2019-10-14
208984;2024-04-09
82084;2018-03-27
200678;2020-11-03
67582;2017-09-27
62242;2017-05-10
51729;2016-06-28
202678;2021-06-09
206321;2023-03-08
169001;2020-02-13
210716;2024-09-30
51141;2014-02-05
217164;2026-05-28
50856;2012-09-18
215677;2026-01-26
202440;2021-04-01
212960;2025-05-08
51134;2014-01-29
204751;2022-05-11
50351;2010-10-07
217688;2026-07-08
210159;2024-08-14
153463;2019-11-11
51983;2016-11-22
88252;2018-05-10
202161;2021-02-05
205882;2022-12-02
217350;2026-06-08
67531;2017-09-13
215035;2025-11-07
106903;2019-01-18
202510;2021-04-16
51041;2013-05-15
211565;2025-02-17
206011;2023-01-09
68633;2017-10-16
215703;2026-01-27
204861;2022-06-01
50222;2010-09-21
50020;2010-08-12
51008;2013-03-06
51949;2016-11-07
51543;2016-05-02
208912;2024-03-27
122629;2019-07-01
210667;2024-09-24
210922;2024-10-22
51544;2016-05-02
75869;2018-01-17
206455;2023-04-03
207090;2023-06-29
215623;2026-01-28
207092;2023-06-29
207091;2023-06-29
200135;2020-08-27
200134;2020-08-27
51747;2016-07-15
207667;2023-09-13
207676;2023-09-14
206367;2023-03-16
213945;2025-08-11
51714;2016-06-10
207370;2023-08-02
153415;2019-11-04
209546;2024-06-06
82102;2018-04-02
98547;2018-08-24
51755;2016-08-02
212799;2025-04-24
209190;2024-05-02
206813;2023-05-26
185444;2020-05-07
205094;2022-07-13
140034;2019-09-11
207515;2023-08-21
65346;2017-06-20
211168;2024-11-21
214466;2025-09-18
213391;2025-06-16
51733;2016-06-30
206117;2023-01-27
50461;2011-03-17
81060;2018-03-19
183363;2020-04-17
140049;2019-09-17
212225;2025-03-14
213215;2025-05-29
206900;2023-06-12
51002;2013-02-26
210283;2024-08-28
90336;2018-06-07
56025;2016-12-22
203816;2021-11-12
51445;2016-02-03
207296;2023-07-24
201027;2021-01-11
213420;2025-06-20
182318;2020-04-07
198001;2020-08-11
51095;2013-09-04
212264;2025-03-17
215647;2026-01-19
202294;2021-03-25
70659;2017-10-26
67530;2017-09-13
205889;2022-12-06
196896;2020-07-22
206325;2023-03-09
206326;2023-03-09
202248;2021-02-22
216896;2026-04-27
142058;2019-09-23
182326;2020-04-09
205822;2022-11-18
78984;2018-02-19
158584;2019-12-10
102736;2018-10-23
50574;2011-07-08
51746;2016-07-15
204771;2022-05-13
214091;2025-08-22
51679;2016-05-30
51713;2016-06-10
62153;2017-03-27
66512;2017-09-04
50266;2010-09-27
88297;2018-05-16
50147;2010-09-14
210096;2024-08-06
213941;2025-08-11
148240;2019-10-18
214045;2025-08-20
208942;2024-04-02
204785;2022-05-18
203470;2021-09-21
122594;2019-06-18
66476;2017-08-21
210151;2024-08-13
92381;2018-06-25
66453;2017-08-07
209103;2024-04-23
76944;2018-02-02
205578;2022-09-22
208716;2024-02-27
216954;2026-05-04
217215;2026-05-22
216183;2026-02-26
202125;2021-01-29
216860;2026-04-22
208268;2023-12-27
196882;2020-07-21
213186;2025-05-28
202742;2021-06-22
209235;2024-05-06
200484;2020-10-09
167952;2020-02-03
50485;2011-04-13
202623;2021-05-26
213130;2025-05-22
207424;2023-08-08
203690;2021-10-25
204651;2022-04-14
200085;2020-08-21
217436;2026-06-16
203809;2021-11-12
214716;2025-10-10
202393;2021-03-23
89297;2018-05-21
96520;2018-08-17
211406;2025-01-08
202763;2021-06-26
50326;2010-09-30
51337;2015-04-28
213976;2025-08-13
216161;2026-02-24
170023;2020-02-14
200164;2020-09-01
200169;2020-08-27
50330;2010-09-30
204603;2022-04-07
211080;2024-11-13
207902;2023-10-18
208941;2024-04-02
204691;2022-04-29
204573;2022-04-04
215298;2025-12-05
203184;2021-08-13
214806;2025-10-15
50650;2011-11-03
176188;2020-03-12
51291;2015-01-05
50708;2012-03-28
200575;2020-10-19
163816;2020-01-15
200772;2020-11-18
200782;2020-11-18
62204;2017-04-26
217257;2026-05-26
124690;2019-07-15
214764;2025-10-14
204260;2022-02-03
107967;2019-02-05
106856;2018-12-18
208323;2024-01-12
125759;2019-07-30
212494;2025-04-02
206040;2023-01-12
211635;2025-01-24
51048;2013-05-24
202922;2021-07-08
209942;2024-07-18
79037;2018-03-05
206390;2023-03-21
215751;2026-02-02
213541;2025-07-01
213093;2025-05-20
200388;2020-09-29
170030;2020-02-14
205755;2022-10-25
78981;2018-02-16
106868;2019-01-04
212232;2025-03-14
209250;2024-05-08
208325;2024-01-09
205119;2022-07-15
120520;2019-05-24
202945;2021-07-12
206519;2023-04-14
210959;2024-10-28
50694;2012-03-06
212005;2025-02-20
210854;2024-10-14
208119;2023-11-27
214524;2025-10-02
209073;2024-04-19
208799;2024-03-07
206362;2023-03-15
200303;2020-09-18
214165;2025-09-03
207925;2023-10-23
210939;2024-10-24
200378;2020-09-29
208581;2024-02-06
98569;2018-09-03
209162;2024-04-29
216066;2026-02-13
212550;2025-04-04
214339;2025-09-09
194749;2020-06-30
181281;2020-03-26
212103;2025-02-28
217468;2026-07-01
206731;2023-05-16
205902;2022-12-07
50076;2010-08-31
76941;2018-02-02
216947;2026-04-30
211634;2025-01-24
211446;2025-01-10
87237;2018-05-09
106935;2019-01-28
204324;2022-02-15
150300;2019-10-28
51398;2015-09-24
140043;2019-09-16
50361;2010-10-08
51293;2015-01-13
211633;2025-01-24
208022;2023-11-08
207992;2023-11-03
216488;2026-03-18
213557;2025-07-03
200261;2020-09-10
50978;2013-02-01
204523;2022-03-25
51823;2016-09-09
215808;2026-02-04
209293;2024-05-10
203251;2021-08-17
215606;2026-01-19
211270;2024-12-09
208679;2024-02-29
62212;2017-04-27
51547;2016-05-03
208310;2024-01-08
205250;2022-08-01
51941;2016-11-03
50225;2010-09-21
50148;2010-09-14
114240;2019-03-27
204218;2022-01-27
204180;2022-01-21
208882;2024-03-20
175163;2020-03-05
206235;2023-02-17
87238;2018-05-09
209099;2024-04-23
64328;2017-06-07
207512;2023-08-18
51634;2016-05-18
212419;2025-03-28
210263;2024-08-27
212997;2025-05-12
207953;2023-10-26
115413;2019-04-18
50562;2011-06-28
114185;2019-03-25
209416;2024-05-22
214958;2025-10-30
205785;2022-11-03
207028;2023-06-23
212408;2025-03-27
206860;2023-06-02
212827;2025-04-28
205081;2022-07-08
206477;2023-04-06
51771;2016-08-23
170027;2020-02-14
206107;2023-01-24
216556;2026-04-01
209255;2024-05-08
50541;2011-06-10
50739;2012-05-10
208685;2024-02-22
212845;2025-04-29
206878;2023-06-06
204066;2022-01-05
211338;2024-12-23
60077;2017-02-14
200206;2020-09-03
212374;2025-03-26
206094;2023-01-20
216063;2026-02-19
50379;2010-11-04
114242;2019-03-29
211047;2024-11-08
213653;2025-08-04
51016;2013-03-19
216995;2026-06-03
210078;2024-08-05
67581;2017-09-27
61146;2017-03-23
104782;2018-11-09
149292;2019-10-24
215673;2026-02-02
203300;2021-08-24
217019;2026-05-18
177190;2020-03-13
102739;2018-10-24
206008;2023-01-06
214565;2025-09-24
100599;2018-09-13
200482;2020-10-08
62243;2017-05-10
207679;2023-09-15
204878;2022-06-08
66471;2017-08-17
205993;2023-01-05
205275;2022-08-04
208158;2023-12-01
209213;2024-05-06
217278;2026-06-01
206496;2023-04-11
212362;2025-03-25
214756;2025-10-10
215719;2026-01-21
209678;2024-06-25
106927;2019-01-23
201008;2021-01-07
63256;2017-05-16
200822;2020-11-25
207685;2023-09-18
206204;2023-02-13
50008;2010-08-12
209581;2024-06-12
211679;2025-01-28
212189;2025-03-12
213053;2025-05-16
209420;2024-05-23
203737;2021-10-29
215732;2026-01-23
204450;2022-03-10
213049;2025-05-15
208029;2023-11-09
203778;2021-11-08
101692;2018-10-11
204947;2022-06-21
213032;2025-05-14
208446;2024-01-24
207311;2023-07-26
202884;2021-07-06
146107;2019-10-03
51548;2016-05-03
200138;2020-08-27
203454;2021-09-20
204906;2022-06-08
209841;2024-07-15
78989;2018-02-20
213275;2025-06-05
208455;2024-01-22
216178;2026-02-25
51549;2016-05-04
205537;2022-09-19
155465;2019-11-11
50916;2012-10-31
200572;2020-10-16
77970;2018-02-09
202163;2021-02-05
205584;2022-09-22
162770;2020-01-08
106906;2019-01-18
216301;2026-03-06
102720;2018-10-19
78987;2018-02-19
203766;2021-11-05
209544;2024-06-06
213953;2025-08-29
213167;2025-05-26
200935;2020-12-17
205353;2022-08-16
217275;2026-05-29
211928;2025-02-14
202112;2021-01-27
93402;2018-07-04
211570;2025-01-20
212814;2025-04-25
210597;2024-09-18
209067;2024-04-19
207184;2023-07-10
210314;2024-08-30
59080;2017-02-13
215356;2025-12-16
114237;2019-03-26
214974;2025-10-31
124733;2019-07-26
216865;2026-04-23
213763;2025-07-30
62234;2017-05-05
216746;2026-04-09
212193;2025-03-12
61094;2017-02-22
205263;2022-08-03
213015;2025-05-13
50149;2010-09-14
212358;2025-03-25
203305;2021-08-25
200611;2020-10-22
63257;2017-05-16
165908;2020-02-06
211290;2024-12-18
116468;2019-05-06
203859;2021-11-23
203853;2021-11-19
74807;2018-01-03
212194;2025-03-12
204330;2022-02-15
206796;2023-05-24
207088;2023-06-29
103777;2018-11-08
211830;2025-02-07
216481;2026-03-20
62173;2017-04-07
213931;2025-08-11
216497;2026-03-19
212683;2025-04-14
202841;2021-07-04
51139;2014-02-03
57026;2016-12-26
215249;2025-12-03
213791;2025-07-29
208938;2024-04-02
210321;2024-08-30
205358;2022-08-16
203922;2021-11-29
192657;2020-06-12
100636;2018-09-28
216516;2026-04-02
206947;2023-06-16
202133;2021-02-01
212853;2025-04-29
208145;2023-11-29
214381;2025-09-16
88294;2018-05-16
51344;2015-05-29
50537;2011-06-08
208271;2023-12-28
203788;2021-11-09
65339;2017-06-14
217225;2026-05-28
202757;2021-06-26
206551;2023-04-26
204607;2022-04-08
209561;2024-06-10
209623;2024-06-18
116467;2019-05-06
66371;2017-07-03
210542;2024-09-16
210322;2024-08-30
74800;2018-01-03
214580;2025-09-26
202655;2021-06-01
208989;2024-04-09
208057;2023-11-16
177193;2020-03-13
51726;2016-06-28
203087;2021-07-29
202423;2021-03-30
210325;2024-09-04
110027;2019-02-22
206138;2023-02-07
209540;2024-06-06
191622;2020-06-05
66359;2017-06-23
211196;2024-11-27
50508;2011-05-06
208284;2024-01-04
217231;2026-05-28
51085;2013-08-19
200462;2020-10-07
211582;2025-01-21
100603;2018-09-17
97536;2018-08-21
212007;2025-02-20
73790;2017-12-19
207262;2023-07-18
51550;2016-05-04
51956;2016-11-11
209253;2024-05-07
62154;2017-03-27
217676;2026-07-07
208141;2023-11-29
210295;2024-08-28
79010;2018-02-26
79021;2018-02-28
206772;2023-05-23
74799;2018-01-03
211584;2025-01-22
217046;2026-05-13
114328;2019-04-09
185442;2020-05-07
51697;2016-06-06
216364;2026-03-12
215244;2025-12-04
215344;2025-12-17
214678;2025-10-10
207075;2023-06-28
106944;2019-01-31
208660;2024-02-19
204816;2022-05-24
205093;2022-07-13
209460;2024-05-28
200564;2020-10-15
113148;2019-03-22
124719;2019-07-22
122617;2019-06-27
157525;2019-11-22
196899;2020-07-23
204678;2022-04-26
50981;2013-02-05
63289;2017-05-29
68634;2017-10-16
201090;2021-01-26
200379;2020-09-29
68646;2017-10-19
62162;2017-03-30
82188;2018-04-23
67574;2017-09-27
208059;2023-11-16
50432;2011-02-10
207997;2023-11-06
212306;2025-03-19
208370;2024-01-15
210985;2024-10-31
213755;2025-08-05
208890;2024-03-21
214069;2025-08-28
148218;2019-10-16
51012;2013-03-12
208694;2024-02-26
210186;2024-08-19
202852;2021-07-04
216735;2026-04-13
214145;2025-09-03
51287;2014-12-01
70658;2017-10-26
215893;2026-01-30
50975;2013-01-31
211397;2025-01-08
209807;2024-07-08
206674;2023-05-09
92372;2018-06-22
50078;2010-09-01
183339;2020-04-13
211146;2024-11-21
205901;2022-12-07
215688;2026-02-02
210879;2024-10-16
211177;2024-11-22
206527;2023-04-14
53997;2016-11-28
204362;2022-02-17
76899;2018-01-23
81064;2018-03-19
205163;2022-07-19
55019;2016-12-12
214481;2025-09-25
160683;2019-12-09
209112;2024-04-24
111061;2019-03-07
209553;2024-06-14
204602;2022-04-07
104825;2018-11-28
190547;2020-05-26
112103;2019-03-18
208399;2024-01-17
51031;2013-04-25
212835;2025-04-28
167931;2020-01-30
208556;2024-02-02
210348;2024-09-03
204190;2022-01-26
207293;2023-07-24
51912;2016-10-25
209092;2024-04-25
205906;2022-12-08
204750;2022-05-10
207365;2023-08-01
203777;2021-11-08
206701;2023-05-12
207906;2023-10-18
203880;2021-11-24
214552;2025-09-29
213397;2025-06-17
203162;2021-08-02
205338;2022-08-12
182331;2020-04-09
67614;2017-10-06
207086;2023-06-29
214067;2025-08-25
213900;2025-08-11
79019;2018-02-28
62201;2017-04-26
213636;2025-07-25
207862;2023-10-09
213203;2025-05-29
215587;2026-01-14
62210;2017-04-27
207683;2023-09-18
210374;2024-09-04
212816;2025-04-25
211559;2025-01-17
215933;2026-02-20
62218;2017-05-02
202379;2021-03-19
217479;2026-07-03
114274;2019-04-03
203196;2021-08-10
51551;2016-05-04
163821;2020-01-15
212742;2025-04-17
214013;2025-08-19
66361;2017-06-26
206882;2023-06-07
203733;2021-10-28
98575;2018-09-05
212222;2025-03-19
164876;2020-01-21
153430;2019-11-04
50933;2012-11-30
204434;2022-03-09
214379;2025-09-18
188521;2020-05-20
211649;2025-01-27
207558;2023-08-31
209829;2024-07-10
208496;2024-01-26
217306;2026-06-08
216703;2026-04-10
215564;2026-01-12
209240;2024-05-07
211083;2024-11-13
206979;2023-06-19
214146;2025-08-28
50844;2012-09-05
210845;2024-10-15
66424;2017-07-26
208244;2023-12-22
208758;2024-02-29
206679;2023-05-11
50223;2010-09-21
62235;2017-05-05
114337;2019-04-10
209613;2024-06-18
206577;2023-04-26
213895;2025-08-14
50410;2011-01-04
61126;2017-03-20
215572;2026-01-20
50760;2012-05-29
51330;2015-04-13
206921;2023-06-14
79004;2018-02-23
202729;2021-06-22
216939;2026-04-30
76919;2018-01-29
208964;2024-04-04
204919;2022-06-28
210971;2024-10-30
204024;2021-12-20
206394;2023-03-21
203386;2021-09-08
216276;2026-03-09
66409;2017-07-19
210797;2024-10-07
183398;2020-04-24
183401;2020-04-27
209454;2024-05-27
203399;2021-09-09
92388;2018-06-27
213723;2025-08-22
104829;2018-11-30
207277;2023-07-19
50500;2011-04-28
197998;2020-08-10
206568;2023-04-24
50772;2012-06-04
51552;2016-05-04
213329;2025-06-12
208134;2023-11-28
202620;2021-05-25
203346;2021-08-30
214401;2025-09-15
204652;2022-04-18
207497;2023-08-17
206230;2023-02-16
196883;2020-07-22
173117;2020-02-28
72773;2017-12-12
213137;2025-05-22
78997;2018-02-21
208073;2023-11-17
208633;2024-03-05
207425;2023-08-09
215839;2026-02-03
50417;2011-01-19
217234;2026-05-25
204477;2022-03-16
193682;2020-06-17
208143;2023-11-29
61084;2017-02-16
76884;2018-01-19
167945;2020-01-31
203516;2021-09-27
214887;2025-10-23
207995;2023-11-03
76938;2018-02-01
209609;2024-06-17
213488;2025-06-25
204247;2022-02-09
204003;2021-12-16
202343;2021-03-05
216532;2026-03-25
82184;2018-04-23
212515;2025-04-03
216677;2026-04-08
101690;2018-10-11
207932;2023-10-24
203914;2021-11-29
202358;2021-03-10
89301;2018-05-21
202803;2021-06-26
217376;2026-07-03
210962;2024-10-29
92365;2018-06-29
166914;2020-01-29
215724;2026-01-27
215998;2026-02-13
215842;2026-02-04
208665;2024-02-20
215931;2026-02-13
204643;2022-04-14
164883;2020-01-21
203784;2021-11-16
212556;2025-04-07
207686;2023-09-18
206983;2023-06-19
50104;2010-09-08
200192;2020-09-02
204011;2021-12-17
128791;2019-08-01
209599;2024-06-13
76885;2018-01-19
200489;2020-10-09
88296;2018-05-16
205040;2022-07-04
203302;2021-08-24
163814;2020-01-15
209011;2024-04-11
202842;2021-06-29
204956;2022-06-21
50560;2011-06-28
202847;2021-06-29
51553;2016-05-04
100587;2018-09-11
193711;2020-06-24
149272;2019-10-23
202918;2021-07-08
205226;2022-07-26
213159;2025-05-26
200679;2020-11-03
205324;2022-08-10
206445;2023-03-31
213701;2025-07-25
93403;2018-07-04
200327;2020-09-23
205564;2022-09-21
51885;2016-10-10
50150;2010-09-14
207366;2023-08-01
175172;2020-03-09
124687;2019-07-12
212310;2025-03-20
205716;2022-10-19
207334;2023-07-28
100605;2018-09-17
202522;2021-04-20
211676;2025-01-28
205775;2022-11-01
62174;2017-04-10
211302;2024-12-12
210162;2024-08-15
50375;2010-11-03
210952;2024-10-25
50536;2011-06-08
204389;2022-02-24
203011;2021-07-20
213016;2025-05-13
50224;2010-09-21
50272;2010-09-27
207065;2023-06-28
211149;2024-11-19
214763;2025-10-13
153426;2019-11-04
51693;2016-06-03
50690;2012-02-16
212911;2025-05-06
211226;2024-11-29
146130;2019-10-08
50344;2010-10-07
196905;2020-07-28
200302;2020-09-17
207603;2023-09-04
209988;2024-07-26
203755;2021-11-04
51090;2013-08-26
167974;2020-02-06
101679;2018-10-09
202316;2021-03-02
205043;2022-07-05
204848;2022-05-30
202606;2021-05-21
207025;2023-06-22
214955;2025-10-30
211696;2025-01-30
50961;2013-01-17
214316;2025-09-08
212319;2025-03-25
50983;2013-02-07
200469;2020-10-07
51173;2014-03-25
61092;2017-02-17
204961;2022-06-22
50801;2012-08-07
51158;2014-02-20
183348;2020-04-16
81048;2018-03-12
203679;2021-10-25
200676;2020-10-30
212055;2025-02-24
200868;2020-12-02
200734;2020-11-11
206400;2023-03-23
108001;2019-02-13
214418;2025-09-16
173116;2020-02-26
172063;2020-02-19
211296;2024-12-11
182319;2020-04-08
202425;2021-03-30
214791;2025-10-23
217545;2026-06-30
203821;2021-11-16
82105;2018-04-04
183390;2020-04-23
151345;2019-10-30
98566;2018-08-31
63290;2017-05-29
206556;2023-04-19
207754;2023-09-26
200861;2020-12-03
202950;2021-07-12
51554;2016-05-04
79009;2018-02-26
50979;2013-02-01
204275;2022-02-04
209929;2024-07-17
70692;2017-11-06
202371;2021-03-17
215633;2026-01-19
216282;2026-03-05
216500;2026-03-20
211378;2025-01-07
209687;2024-06-25
215855;2026-01-30
215874;2026-01-30
217174;2026-05-19
200283;2020-09-15
100632;2018-09-27
213786;2025-08-05
113156;2019-03-22
210913;2024-10-21
207057;2023-06-26
209923;2024-07-16
51555;2016-05-04
204037;2021-12-23
200568;2020-10-16
210426;2024-09-05
61120;2017-03-16
50212;2010-09-17
77967;2018-02-08
206976;2023-06-21
62228;2017-05-04
51556;2016-05-05
202826;2021-06-26
216023;2026-02-19
210421;2024-09-05
51557;2016-05-05
205037;2022-07-06
208167;2023-12-11
200119;2020-08-26
51558;2016-05-05
215518;2026-01-19
66369;2017-07-03
64331;2017-06-09
88253;2018-05-10
51802;2016-09-05
210641;2024-09-20
215926;2026-02-12
215392;2026-01-05
88254;2018-05-10
50854;2012-09-18
204714;2022-05-03
51745;2016-07-14
212512;2025-04-04
217627;2026-07-06
184438;2020-05-06
200102;2020-08-25
211829;2025-02-07
204989;2022-07-04
63294;2017-05-30
208144;2023-11-29
209953;2024-07-22
50054;2010-08-30
111068;2019-03-28
82132;2018-04-10
51909;2016-10-25
204111;2022-01-11
212958;2025-05-08
203928;2021-11-30
98561;2018-08-30
214987;2025-12-02
82092;2018-03-28
79017;2018-02-28
50572;2011-07-06
53998;2016-11-28
208112;2023-11-24
215877;2026-01-30
51743;2016-07-13
82106;2018-04-04
124723;2019-07-23
207574;2023-08-29
212737;2025-04-16
85211;2018-05-02
159647;2019-12-03
51477;2016-03-02
213248;2025-06-04
209219;2024-05-03
67573;2017-09-27
50724;2012-04-25
72761;2017-12-07
213780;2025-07-29
200079;2020-08-21
62176;2017-04-12
76932;2018-01-31
164859;2020-01-17
208701;2024-03-07
208017;2023-11-07
209642;2024-06-20
50503;2011-05-03
196854;2020-07-14
92383;2018-06-26
213937;2025-08-12
204531;2022-03-25
62239;2017-05-09
206540;2023-04-28
114336;2019-04-10
51196;2014-06-26
207901;2023-10-18
217103;2026-05-13
213533;2025-07-01
207895;2023-10-18
75851;2018-01-15
203215;2021-08-13
203515;2021-09-28
203901;2021-11-25
216339;2026-03-10
206685;2023-05-12
216699;2026-04-08
210925;2024-10-22
50714;2012-04-11
214523;2025-10-02
203677;2021-10-25
196915;2020-07-27
206663;2023-05-09
212670;2025-04-11
203175;2021-08-05
207072;2023-06-28
205606;2022-09-28
208592;2024-02-06
210205;2024-08-20
135932;2019-08-27
208898;2024-03-27
66470;2017-08-16
146136;2019-10-08
109024;2019-02-20
51838;2016-09-15
51138;2014-02-03
106870;2019-01-07
203085;2021-07-29
50134;2010-09-14
88277;2018-05-14
208847;2024-03-13
211941;2025-02-17
51895;2016-10-13
202320;2021-03-02
205188;2022-07-20
204310;2022-02-11
131806;2019-08-05
204285;2022-02-08
210804;2024-10-08
210296;2024-08-28
111049;2019-02-28
208798;2024-03-07
186509;2020-05-18
207599;2023-09-01
203678;2021-10-25
50556;2011-06-20
215805;2026-01-26
202418;2021-03-31
82141;2018-04-11
213145;2025-05-23
66498;2017-08-29
159616;2019-12-02
164894;2020-01-22
213901;2025-08-19
203879;2021-11-23
207418;2023-08-08
204508;2022-03-23
214335;2025-09-11
81049;2018-03-12
215546;2026-01-13
215800;2026-01-27
213615;2025-07-11
204692;2022-04-29
183418;2020-04-28
82171;2018-04-17
147157;2019-10-09
100586;2018-09-11
67623;2017-10-11
212394;2025-03-27
202493;2021-04-13
51153;2014-02-17
206253;2023-02-27
193700;2020-06-22
202977;2021-07-14
75842;2018-01-11
207020;2023-06-20
51559;2016-05-05
51412;2015-10-21
202750;2021-06-26
50126;2010-09-09
133905;2019-08-21
214893;2025-10-27
201092;2021-02-05
202796;2021-06-26
206931;2023-06-14
206606;2023-05-02
95477;2018-08-01
213211;2025-05-29
183395;2020-04-24
214486;2025-09-26
215258;2025-12-09
88264;2018-05-11
206123;2023-01-31
62224;2017-05-03
51334;2015-04-13
214155;2025-08-29
206474;2023-04-06
50146;2010-09-14
216767;2026-04-13
82154;2018-04-16
98556;2018-08-29
76894;2018-01-22
202921;2021-07-08
51561;2016-05-05
72767;2017-12-11
207225;2023-07-13
51560;2016-05-05
104781;2018-11-09
210635;2024-09-20
209017;2024-04-12
140055;2019-09-17
205337;2022-08-12
213954;2025-08-14
215325;2026-01-30
203003;2021-07-16
212455;2025-03-31
200287;2020-12-07
200321;2020-09-21
210693;2024-09-30
204043;2021-12-29
70654;2017-10-25
202179;2021-02-08
213044;2025-05-15
50374;2010-11-03
51456;2016-02-11
50932;2012-11-28
148199;2019-10-14
207741;2023-09-22
70690;2017-11-06
210870;2024-10-15
90317;2018-05-30
51136;2014-01-31
200571;2020-10-16
119503;2019-05-20
200078;2020-08-20
211942;2025-02-17
50519;2011-05-25
201079;2021-01-20
51898;2016-10-17
192652;2020-06-11
70728;2017-11-24
50607;2011-07-28
215037;2025-11-07
211232;2024-12-02
113166;2019-03-25
214144;2025-08-28
188525;2020-05-20
211693;2025-01-29
213411;2025-06-20
204818;2022-05-24
200092;2020-08-21
50651;2011-11-09
213052;2025-05-15
65343;2017-06-19
212978;2025-05-09
114346;2019-04-11
208549;2024-02-02
205742;2022-10-24
214117;2025-08-29
210298;2024-08-29
50512;2011-05-16
214661;2025-10-02
83190;2018-04-24
210006;2024-07-26
209118;2024-04-25
205491;2022-09-09
209220;2024-05-03
202217;2021-02-17
217126;2026-05-28
212251;2025-03-19
205454;2022-09-02
211417;2025-01-09
211926;2025-02-14
206981;2023-06-19
66517;2017-09-05
204634;2022-04-14
100602;2018-09-13
212409;2025-03-27
207853;2023-10-06
79035;2018-03-05
200496;2020-10-13
214177;2025-08-29
212637;2025-04-10
215364;2025-12-22
216459;2026-03-25
212359;2025-03-25
101683;2018-10-10
206499;2023-04-11
208214;2023-12-13
