CODIGO;INCLUSAO
206006;2023-01-06
212392;2025-03-27
211529;2025-01-15
213855;2025-08-11
203926;2021-11-30
205270;2022-08-04
213012;2025-05-13
208394;2024-01-16
215317;2026-01-14
210191;2024-08-19
202194;2021-02-22
211294;2024-12-11
202905;2021-07-06
215163;2025-12-02
209937;2024-07-18
215121;2025-11-19
203997;2021-12-22
213859;2025-08-11
209684;2024-06-25
213908;2025-08-06
216201;2026-03-03
208406;2024-01-17
214329;2025-09-09
216731;2026-04-09
208364;2024-01-16
215350;2025-12-17
213176;2025-05-29
211031;2024-11-07
206682;2023-05-11
215993;2026-02-13
202766;2021-06-26
203338;2021-08-26
205969;2022-12-28
168997;2020-02-11
211367;2025-01-06
212498;2025-04-02
214003;2025-09-04
214469;2025-09-18
203971;2021-12-09
210281;2024-08-27
207036;2023-06-23
51328;2015-04-09
215558;2026-01-12
209403;2024-05-22
215471;2026-01-08
200294;2020-09-16
201085;2021-01-21
205100;2022-07-13
210087;2024-08-05
206756;2023-05-19
114168;2019-03-25
217221;2026-05-22
209728;2024-06-27
123663;2019-07-04
202588;2021-05-17
207361;2023-08-01
212290;2025-03-19
214722;2025-10-10
207892;2023-10-18
210224;2024-08-22
200721;2020-11-09
206151;2023-02-02
206667;2023-05-09
51172;2014-03-25
106905;2019-01-18
208741;2024-02-28
203092;2021-07-29
51602;2016-05-11
212666;2025-04-15
212685;2025-04-14
213074;2025-05-19
150311;2019-10-28
208192;2023-12-11
208745;2024-02-29
199039;2020-08-18
213768;2025-07-28
206459;2023-04-04
209567;2024-06-10
196925;2020-07-28
217273;2026-05-29
204149;2022-01-17
203907;2021-11-26
196941;2020-07-30
205177;2022-07-19
205475;2022-09-06
51717;2016-06-14
204540;2022-03-28
207403;2023-08-04
202712;2021-06-21
217253;2026-05-26
81050;2018-03-12
208163;2023-12-04
131819;2019-08-06
216955;2026-05-11
203327;2021-08-25
214427;2025-09-18
208409;2024-01-17
206732;2023-05-16
203860;2021-11-19
207608;2023-09-04
209985;2024-07-26
50233;2010-09-22
114192;2019-03-25
211200;2024-11-27
212733;2025-04-16
209574;2024-06-11
172055;2020-02-19
213552;2025-07-04
212295;2025-03-19
209502;2024-05-31
214058;2025-08-27
76926;2018-01-30
214386;2025-09-16
212533;2025-04-04
211217;2024-11-28
212339;2025-03-24
203190;2021-08-20
208550;2024-02-02
107984;2019-02-11
203286;2021-08-20
208980;2024-04-08
204517;2022-03-24
213315;2025-06-10
204985;2022-06-28
211024;2024-11-06
101706;2018-10-15
216604;2026-03-31
211059;2024-11-11
200714;2020-11-09
200724;2020-11-09
194743;2020-06-30
212546;2025-04-07
203245;2021-08-17
51169;2014-03-19
215919;2026-02-20
207560;2023-08-28
212513;2025-04-03
208121;2023-11-27
205502;2022-09-12
70729;2017-11-27
213483;2025-06-26
50053;2010-08-30
159656;2019-12-03
50510;2011-05-06
194737;2020-06-29
192653;2020-06-11
50453;2011-03-14
213925;2025-08-19
215788;2026-02-04
215824;2026-02-20
212471;2025-03-31
95468;2018-07-27
50275;2010-09-28
208825;2024-03-12
210093;2024-08-06
106907;2019-01-18
209773;2024-07-05
177227;2020-03-17
207275;2023-07-19
214804;2025-10-15
66399;2017-07-14
206139;2023-02-02
215856;2026-01-30
206314;2023-03-08
59087;2017-02-13
206823;2023-05-30
207299;2023-07-26
205384;2022-08-22
202539;2021-04-23
202126;2021-01-29
215875;2026-01-30
211967;2025-02-19
67580;2017-09-27
208657;2024-02-19
64323;2017-06-07
216871;2026-04-22
51604;2016-05-12
106844;2018-12-11
188517;2020-05-19
211907;2025-02-13
210285;2024-08-28
207631;2023-09-06
215043;2025-11-07
213882;2025-08-07
50547;2011-06-14
211984;2025-02-19
213011;2025-05-13
215740;2026-02-03
203775;2021-11-10
200778;2020-11-18
203179;2021-08-06
51603;2016-05-12
204381;2022-02-22
61110;2017-03-09
51114;2013-11-04
208375;2024-01-16
213156;2025-05-26
213490;2025-06-25
217018;2026-05-07
132880;2019-08-14
213678;2025-08-04
212628;2025-04-10
205090;2022-07-11
205075;2022-07-07
109005;2019-02-14
212890;2025-05-05
215517;2026-01-20
208535;2024-01-30
208028;2023-11-09
159634;2019-12-02
210328;2024-09-02
122590;2019-06-17
124726;2019-07-25
212956;2025-05-08
215472;2026-01-07
207814;2023-10-02
190588;2020-06-01
208018;2023-11-08
211103;2024-11-19
173110;2020-02-21
204237;2022-01-31
183334;2020-04-13
209806;2024-07-05
88291;2018-05-16
213194;2025-05-28
172052;2020-02-19
92343;2018-06-11
209288;2024-05-10
217242;2026-05-28
92371;2018-06-22
210808;2024-10-10
211607;2025-01-23
213529;2025-06-30
215892;2026-02-03
214920;2025-11-05
206775;2023-05-23
213919;2025-08-08
96505;2018-08-13
195788;2020-07-03
50886;2012-10-04
214022;2025-08-20
203314;2021-09-01
185461;2020-05-11
211847;2025-02-10
214956;2025-10-27
104822;2018-11-27
202556;2021-05-06
208229;2023-12-19
207816;2023-10-03
204585;2022-04-04
100600;2018-09-13
211293;2024-12-18
65356;2017-06-22
205296;2022-08-05
217208;2026-05-25
203472;2021-09-21
106940;2019-01-30
216599;2026-04-08
213952;2025-08-13
208387;2024-01-16
205109;2022-07-14
215366;2025-12-22
202821;2021-06-26
197977;2020-12-07
200170;2020-08-27
201095;2021-01-22
169022;2020-02-14
88293;2018-05-16
50249;2010-09-22
51934;2016-10-31
124710;2019-07-19
50726;2012-04-25
50957;2013-01-14
50822;2012-08-20
50494;2011-04-26
62213;2017-04-27
215739;2026-02-04
200991;2021-01-05
211407;2025-01-08
209085;2024-04-24
62191;2017-04-24
51071;2013-07-11
207536;2023-08-23
50028;2010-08-16
209217;2024-05-03
51632;2016-05-17
51353;2015-06-30
206642;2023-05-04
209346;2024-05-17
212182;2025-03-12
50098;2010-09-06
82135;2018-04-10
82113;2018-04-05
214658;2025-10-03
207315;2023-07-26
82146;2018-04-12
210591;2024-09-18
207753;2023-09-27
200846;2020-11-26
216624;2026-03-31
188519;2020-05-19
197976;2020-08-07
216449;2026-03-17
216441;2026-03-16
210017;2024-07-29
215272;2025-12-04
211883;2025-02-13
212587;2025-04-08
209356;2024-05-17
175166;2020-03-06
209885;2024-07-15
209586;2024-06-12
202215;2021-02-17
213752;2025-07-23
216839;2026-04-20
207940;2023-10-24
205291;2022-08-05
100618;2018-09-18
217175;2026-05-19
216331;2026-03-06
202283;2021-02-25
209570;2024-06-11
212449;2025-03-31
214027;2025-08-22
115430;2019-04-30
205770;2022-10-31
50307;2010-09-29
121574;2019-06-12
109011;2019-02-18
201019;2021-01-11
185457;2020-05-08
215778;2026-01-27
50422;2011-01-31
203178;2021-08-05
164893;2020-01-22
100613;2018-09-17
208988;2024-04-09
92338;2018-06-11
202820;2021-06-26
137962;2019-09-03
62195;2017-04-25
150325;2019-10-29
127789;2019-07-31
217184;2026-05-26
213352;2025-06-12
209270;2024-05-09
211053;2024-11-11
211282;2024-12-10
205388;2022-08-24
215152;2025-11-26
215441;2025-12-29
196877;2020-07-17
202760;2021-06-26
200210;2020-09-03
215609;2026-01-19
104806;2018-11-19
204837;2022-05-27
208573;2024-02-06
213109;2025-05-21
202535;2021-04-22
208445;2024-01-23
206673;2023-05-10
59081;2017-02-13
50839;2012-08-31
210244;2024-08-27
209667;2024-06-24
205295;2022-08-05
209462;2024-05-29
190606;2020-06-04
212094;2025-02-28
200221;2020-09-08
50732;2012-05-04
211568;2025-02-18
213738;2025-07-29
209868;2024-07-15
211325;2024-12-19
216292;2026-03-05
216708;2026-04-08
206213;2023-02-14
210498;2024-09-09
216795;2026-04-14
202656;2021-06-01
207236;2023-07-17
203592;2021-10-07
214592;2025-09-26
217429;2026-06-17
212172;2025-03-11
205321;2022-08-10
206464;2023-04-17
209421;2024-05-23
210301;2024-08-29
214766;2025-10-15
210878;2024-10-16
215257;2025-12-11
204464;2022-03-11
214574;2025-09-26
200999;2021-01-07
202714;2021-06-18
215674;2026-02-02
63285;2017-05-26
51950;2016-11-08
66528;2017-09-12
163846;2020-01-16
210935;2024-10-23
78992;2018-02-20
202421;2021-03-30
175160;2020-03-06
50967;2013-01-22
216257;2026-03-05
210684;2024-09-25
203501;2021-09-23
66460;2017-08-14
206727;2023-05-16
204799;2022-05-23
206503;2023-04-11
51157;2014-02-19
202351;2021-03-08
182303;2020-04-03
200862;2020-12-02
213389;2025-06-16
51902;2016-10-18
212921;2025-05-06
50282;2010-09-28
213264;2025-06-04
204194;2022-01-26
62200;2017-04-26
110032;2019-03-20
211895;2025-02-14
195773;2020-07-02
75873;2018-01-18
202941;2021-07-16
210272;2024-08-27
145087;2019-09-30
81044;2018-03-09
205401;2022-08-25
204249;2022-02-03
208708;2024-02-26
213656;2025-07-16
215970;2026-02-06
119492;2019-05-16
205604;2022-09-28
202929;2021-07-08
208373;2024-01-15
207538;2023-08-24
206277;2023-03-02
217538;2026-06-25
204378;2022-03-02
162748;2020-01-03
50288;2010-09-28
200750;2020-11-13
205706;2022-10-18
211735;2025-01-31
210954;2024-10-28
210011;2024-07-26
86216;2018-05-04
137949;2019-08-30
148259;2019-10-22
51605;2016-05-12
142060;2019-09-20
215496;2026-01-08
208896;2024-03-22
208237;2023-12-20
111058;2019-03-07
205774;2022-10-31
200747;2020-11-12
121546;2019-05-31
200236;2020-09-11
213247;2025-06-04
216174;2026-03-05
206443;2023-03-31
215157;2025-11-26
214682;2025-10-10
205809;2022-11-11
60079;2017-02-14
207141;2023-07-05
203951;2021-12-30
214410;2025-09-16
212982;2025-05-12
200399;2020-09-30
51448;2016-02-03
165904;2020-01-27
108002;2019-02-13
57059;2017-01-30
200083;2020-08-21
210252;2024-08-27
208518;2024-01-29
215456;2026-01-05
200752;2020-12-07
212775;2025-04-22
200331;2020-09-23
212348;2025-03-24
185487;2020-05-14
213586;2025-07-10
213593;2025-07-15
217649;2026-07-07
216048;2026-02-26
115420;2019-04-23
211667;2025-01-28
217528;2026-06-24
216369;2026-03-11
205381;2022-08-22
210228;2024-08-26
209759;2024-07-02
216351;2026-03-10
206808;2023-05-26
208212;2023-12-13
205498;2022-09-12
59086;2017-02-13
206710;2023-05-15
211819;2025-02-06
206546;2023-04-18
208862;2024-03-15
207404;2023-08-04
211673;2025-01-28
202118;2021-01-28
212789;2025-04-24
213909;2025-08-12
210174;2024-08-15
203881;2021-11-24
217388;2026-06-12
203639;2021-10-18
211647;2025-01-27
200318;2020-09-23
207927;2023-10-23
216081;2026-02-23
203457;2021-09-17
215330;2025-12-10
213484;2025-06-26
206636;2023-05-03
216450;2026-03-16
197991;2020-08-10
208838;2024-03-14
217212;2026-05-25
217010;2026-05-06
88282;2018-05-14
203455;2021-09-17
209526;2024-06-06
106908;2019-01-18
212230;2025-03-19
215367;2025-12-22
215347;2025-12-17
216087;2026-02-18
63295;2017-05-30
216443;2026-03-16
215916;2026-02-20
216403;2026-03-17
213854;2025-08-11
211589;2025-01-22
211039;2024-11-07
209182;2024-05-02
195771;2020-07-01
206211;2023-02-13
203814;2021-11-12
51608;2016-05-12
215487;2026-01-22
215860;2026-01-29
214190;2025-09-05
114283;2019-04-03
62219;2017-05-02
216445;2026-03-16
204339;2022-02-15
207779;2023-09-28
209295;2024-05-13
211105;2024-11-18
206351;2023-03-13
204370;2022-02-21
213473;2025-06-30
212293;2025-03-19
208743;2024-02-28
50283;2010-09-28
210747;2024-10-01
51416;2015-10-21
214609;2025-09-30
210020;2024-07-29
214798;2025-10-23
92339;2018-06-11
207541;2023-08-23
203163;2021-08-03
203045;2021-07-21
200867;2020-12-02
200172;2020-08-28
50341;2010-10-07
201073;2021-01-20
51844;2016-09-16
212257;2025-03-17
203290;2021-08-23
209063;2024-04-18
205228;2022-07-26
210588;2024-09-18
211181;2024-11-25
205382;2022-08-22
202476;2021-04-09
202496;2021-04-14
208124;2023-11-28
202199;2021-02-12
127768;2019-07-31
60078;2017-02-14
202235;2021-02-22
200475;2020-10-08
211405;2025-01-09
66515;2017-09-04
215291;2025-12-10
209656;2024-06-21
196900;2020-07-23
207313;2023-07-26
50002;2010-06-23
206024;2023-01-11
216526;2026-03-23
209660;2024-06-21
192649;2020-06-11
116464;2019-05-06
213278;2025-06-06
203076;2021-07-27
209548;2024-06-06
157521;2019-11-21
207172;2023-07-07
212967;2025-05-09
210712;2024-09-27
208632;2024-02-15
50951;2013-01-11
50097;2010-09-06
164860;2020-01-17
205977;2022-12-29
89296;2018-05-18
205173;2022-07-19
209661;2024-06-21
212287;2025-03-18
206129;2023-01-31
200183;2020-09-01
217005;2026-05-18
202752;2021-06-26
214060;2025-08-22
205020;2022-07-01
204223;2022-01-31
203626;2021-10-18
50371;2010-10-08
216989;2026-05-12
63300;2017-05-31
66381;2017-07-06
50331;2010-09-30
200555;2020-10-15
210767;2024-10-03
209109;2024-04-24
101673;2018-10-08
204749;2022-05-11
93411;2018-07-12
81071;2018-03-20
50658;2011-11-24
203329;2021-08-25
62159;2017-03-28
209106;2024-04-24
214665;2025-10-06
208903;2024-03-25
210777;2024-10-03
133889;2019-08-19
208382;2024-01-16
211964;2025-02-18
213904;2025-08-12
215575;2026-02-04
215148;2025-11-25
211773;2025-02-04
215119;2025-12-08
123675;2019-07-15
193697;2020-06-19
215212;2025-12-04
203696;2021-10-26
200082;2020-08-21
202428;2021-03-31
202988;2021-07-15
213398;2025-06-17
211734;2025-01-31
210953;2024-10-25
210993;2024-11-04
203219;2021-08-13
211204;2024-11-27
204173;2022-01-20
211681;2025-01-28
204061;2022-01-07
206555;2023-04-19
209916;2024-07-16
213700;2025-07-17
50942;2012-12-28
214547;2025-09-25
207663;2023-09-13
206815;2023-05-29
210944;2024-10-24
208783;2024-03-05
203099;2021-07-30
51216;2014-07-24
211943;2025-02-17
170029;2020-02-14
206761;2023-05-19
208195;2023-12-11
106863;2018-12-21
208658;2024-02-19
214194;2025-09-03
212388;2025-03-26
205714;2022-10-19
205209;2022-07-22
217219;2026-05-25
204090;2022-01-10
208692;2024-02-22
204757;2022-05-12
216969;2026-05-05
212577;2025-04-07
215209;2025-12-04
200267;2020-09-10
217044;2026-05-08
208619;2024-02-08
204535;2022-03-28
51436;2016-01-22
51915;2016-10-25
209359;2024-05-17
212682;2025-04-14
202220;2021-02-18
50234;2010-09-22
51454;2016-02-11
202944;2021-07-12
214297;2025-09-05
207121;2023-07-03
50761;2012-05-29
88283;2018-05-14
213924;2025-08-19
107979;2019-02-07
212269;2025-03-17
200381;2020-12-07
50300;2010-09-29
81070;2018-03-20
202624;2021-05-26
213760;2025-07-24
60074;2017-02-13
182324;2020-04-09
209159;2024-04-29
215096;2025-11-18
205459;2022-09-08
215399;2026-01-05
205811;2022-11-16
216274;2026-03-10
213404;2025-06-20
212247;2025-03-17
206127;2023-02-02
216078;2026-02-20
202839;2021-06-29
209636;2024-06-19
205836;2022-11-22
87241;2018-05-09
213004;2025-05-19
206021;2023-01-09
200799;2020-11-20
214633;2025-10-02
122591;2019-06-17
204094;2022-01-10
196841;2020-07-13
213401;2025-06-17
216167;2026-03-05
211756;2025-02-03
209471;2024-05-29
161729;2019-12-23
213613;2025-07-11
208517;2024-01-29
203065;2021-07-26
200207;2020-09-03
75871;2018-01-17
61107;2017-03-03
205267;2022-08-03
128797;2019-08-02
210644;2024-09-26
216864;2026-04-23
211454;2025-01-13
210787;2024-10-04
208032;2023-11-10
210551;2024-09-16
208164;2023-12-04
205751;2022-10-25
209588;2024-06-12
208944;2024-04-03
66454;2017-08-08
205561;2022-09-21
196858;2020-07-14
204303;2022-02-10
213764;2025-08-06
209203;2024-05-03
211238;2024-12-02
61147;2017-03-23
207327;2023-07-27
66500;2017-08-30
205277;2022-08-04
202435;2021-03-31
148247;2019-10-21
205466;2022-09-05
205724;2022-10-20
209638;2024-06-20
50680;2012-02-03
210138;2024-08-12
215280;2025-12-09
51927;2016-10-28
57028;2017-01-05
115414;2019-04-18
106854;2018-12-18
209747;2024-07-01
97537;2018-08-21
215589;2026-01-21
203198;2021-08-10
209702;2024-06-26
190549;2020-05-26
211448;2025-01-10
212272;2025-03-17
200823;2020-11-25
215976;2026-02-19
216054;2026-02-11
207398;2023-08-04
205477;2022-09-08
206953;2023-06-16
212795;2025-04-24
216181;2026-02-26
213585;2025-07-07
50550;2011-06-14
98568;2018-09-03
156475;2019-11-13
208003;2023-11-06
149296;2019-10-25
75834;2018-01-10
200150;2020-08-27
50465;2011-03-23
172046;2020-02-18
200416;2020-09-30
206489;2023-04-11
213157;2025-05-29
149295;2019-10-24
205741;2022-10-24
203709;2021-10-27
214842;2025-10-23
179252;2020-03-19
50319;2010-09-29
215396;2025-12-18
213548;2025-07-02
209058;2024-04-18
50733;2012-05-04
50930;2012-11-26
95469;2018-07-27
210165;2024-08-15
203753;2021-11-04
209211;2024-05-03
215155;2025-11-21
50359;2010-10-08
216784;2026-04-15
210686;2024-09-25
50758;2012-05-25
209795;2024-07-05
200740;2020-11-13
216305;2026-03-05
106865;2018-12-27
84207;2018-04-27
202533;2021-04-22
50298;2010-09-28
200739;2020-11-12
207256;2023-07-18
216176;2026-02-27
70651;2017-10-24
206469;2023-04-05
211061;2024-11-13
205657;2022-10-07
207690;2023-09-19
209130;2024-04-29
204672;2022-04-26
206544;2023-04-20
216913;2026-04-29
214945;2025-10-30
207494;2023-08-16
205086;2022-07-11
205087;2022-07-11
207916;2023-10-20
104827;2018-11-30
66465;2017-08-16
126765;2019-07-30
172068;2020-04-15
114342;2019-04-11
210501;2024-09-10
217300;2026-06-02
210155;2024-08-13
216248;2026-03-04
205371;2022-08-18
98558;2018-08-29
211543;2025-02-18
207710;2023-09-20
206507;2023-04-12
51942;2016-11-03
149293;2019-10-24
205839;2022-11-23
214225;2025-09-01
51842;2016-09-15
215822;2026-02-20
50304;2010-09-29
50280;2010-09-28
76897;2018-01-23
214911;2025-10-24
211765;2025-02-04
213449;2025-06-24
214052;2025-08-22
214372;2025-09-15
62222;2017-05-03
70649;2017-10-24
205104;2022-07-13
50505;2011-05-03
214514;2025-09-25
209259;2024-05-08
203773;2021-11-08
201050;2021-01-14
208551;2024-02-02
215994;2026-02-06
211424;2025-01-09
209252;2024-05-07
82085;2018-03-27
207909;2023-10-19
148239;2019-10-18
216334;2026-03-06
216931;2026-04-28
212502;2025-04-04
217355;2026-06-10
213739;2025-08-18
216333;2026-03-06
75841;2018-01-11
216796;2026-04-30
51491;2016-03-29
87242;2018-05-09
50324;2010-09-30
114236;2019-03-26
101703;2018-10-15
50655;2011-11-21
216425;2026-03-23
207634;2023-09-06
57051;2017-01-23
214259;2025-09-05
217518;2026-07-03
208969;2024-04-18
153425;2019-11-04
212446;2025-03-31
51698;2016-06-06
203466;2021-09-20
212315;2025-03-21
206913;2023-06-13
55014;2016-12-12
216771;2026-04-14
179246;2020-03-17
216637;2026-03-31
202681;2021-06-09
206970;2023-06-16
206478;2023-04-06
216233;2026-03-03
215495;2026-01-07
140039;2019-09-13
67594;2017-10-02
206617;2023-05-02
214910;2025-10-24
217411;2026-06-17
215580;2026-01-14
212794;2025-04-24
209160;2024-04-29
203356;2021-08-31
206696;2023-05-12
190559;2020-05-27
209459;2024-05-28
200897;2020-12-07
51606;2016-05-12
204827;2022-05-26
211950;2025-02-18
205565;2022-09-21
204407;2022-03-03
180269;2020-03-20
211539;2025-01-17
210075;2024-08-02
211828;2025-02-07
204067;2022-01-06
114177;2019-03-25
211475;2025-01-15
208384;2024-01-16
50848;2012-09-12
213467;2025-06-25
207171;2023-07-07
112115;2019-03-22
215261;2025-12-09
211512;2025-01-15
210278;2024-08-27
216064;2026-02-13
57030;2017-01-05
208091;2023-11-22
216288;2026-03-05
206822;2023-05-29
214103;2025-08-25
208875;2024-03-19
124724;2019-07-26
208194;2023-12-11
213101;2025-05-21
214896;2025-10-30
113154;2019-03-22
208257;2023-12-26
92391;2018-06-28
206515;2023-04-13
206167;2023-02-08
204127;2022-01-13
214740;2025-10-20
214424;2025-10-06
207351;2023-07-31
100653;2018-10-03
211597;2025-01-27
198030;2020-08-17
196916;2020-07-27
200367;2020-09-28
202947;2021-07-12
209622;2024-06-18
208891;2024-03-26
216114;2026-02-19
206057;2023-01-19
58071;2017-02-06
211295;2024-12-11
217009;2026-05-06
66435;2017-07-27
204524;2022-03-25
216630;2026-04-02
207145;2023-07-05
208035;2023-11-13
206162;2023-02-06
209767;2024-07-04
208864;2024-03-15
200726;2020-11-09
57037;2017-01-10
201087;2021-01-21
208461;2024-01-23
179243;2020-03-17
203815;2021-11-16
206069;2023-01-17
209116;2024-04-25
162796;2020-01-14
212301;2025-03-19
213239;2025-06-02
210829;2024-10-10
206356;2023-03-14
207556;2023-08-28
203669;2021-10-21
202160;2021-02-05
106902;2019-01-31
206237;2023-02-17
205455;2022-09-06
207795;2023-09-29
212486;2025-04-02
206083;2023-01-18
200743;2020-11-12
203665;2021-10-29
209445;2024-05-27
208021;2023-11-08
209632;2024-06-19
217169;2026-05-20
213070;2025-05-20
213809;2025-08-01
206143;2023-02-02
101661;2018-10-05
106928;2019-01-23
213072;2025-05-19
205547;2022-09-21
209104;2024-04-23
51508;2016-04-14
200404;2020-09-30
201081;2021-01-20
101711;2018-10-17
210606;2024-09-19
50479;2011-04-04
50192;2010-09-16
216772;2026-04-15
202713;2021-06-22
215045;2025-11-17
212499;2025-04-02
213495;2025-06-26
50835;2012-08-23
51897;2016-10-17
207348;2023-08-03
215983;2026-02-11
202127;2021-01-29
74798;2017-12-29
207921;2023-10-23
185490;2020-05-14
100658;2018-10-04
211851;2025-02-10
209227;2024-05-06
210164;2024-08-15
206267;2023-03-02
184430;2020-04-30
145094;2019-10-02
206963;2023-06-16
204033;2021-12-29
205332;2022-08-11
216458;2026-03-18
92351;2018-06-14
208001;2023-11-06
50884;2012-09-28
202592;2021-05-17
214873;2025-10-23
67571;2017-09-27
204244;2022-02-01
204058;2022-01-05
216005;2026-02-18
95467;2018-07-27
214629;2025-09-30
215480;2026-01-20
202888;2021-07-06
208157;2023-12-01
203458;2021-09-20
183353;2020-04-16
51935;2016-10-31
74818;2018-01-05
211392;2025-01-08
50794;2012-07-24
64316;2017-06-05
205217;2022-07-26
208025;2023-11-09
207772;2023-09-27
212181;2025-03-12
106932;2019-01-28
203966;2021-12-08
211482;2025-01-14
212275;2025-03-18
112112;2019-03-19
210575;2024-09-17
214614;2025-10-01
206609;2023-05-02
208351;2024-01-12
203462;2021-09-20
203526;2021-09-28
207566;2023-08-30
212889;2025-05-05
206618;2023-05-03
213532;2025-06-30
210166;2024-08-15
210484;2024-09-06
214174;2025-08-29
215986;2026-02-11
213280;2025-06-06
98559;2018-08-29
206722;2023-05-15
211007;2024-11-05
51024;2013-04-11
209468;2024-05-29
88276;2018-05-14
51947;2016-11-07
208107;2023-11-23
67536;2017-09-14
198009;2020-08-11
208498;2024-01-26
202980;2021-07-15
203249;2021-08-23
200047;2020-08-21
217303;2026-06-05
50736;2012-05-07
212871;2025-04-30
216349;2026-03-10
211357;2025-01-08
216743;2026-04-14
210293;2024-08-28
146139;2019-10-08
215599;2026-01-19
209161;2024-04-29
207838;2023-10-04
209607;2024-06-14
211643;2025-01-27
161708;2019-12-17
217068;2026-05-13
205248;2022-08-01
206266;2023-03-01
196961;2020-09-29
67627;2017-10-16
203445;2021-09-16
203022;2021-07-19
208170;2023-12-05
205215;2022-07-26
207178;2023-07-10
204201;2022-01-26
205900;2022-12-07
214741;2025-10-14
212694;2025-04-14
50908;2012-10-24
205354;2022-08-16
208176;2023-12-07
205980;2023-01-02
57039;2017-01-10
203483;2021-09-22
51609;2016-05-13
51610;2016-05-13
215351;2025-12-17
110040;2019-02-25
67548;2017-09-21
175175;2020-03-10
206193;2023-02-10
167944;2020-01-31
200997;2021-01-05
92374;2018-06-25
207056;2023-06-26
209177;2024-04-30
79011;2018-02-26
191611;2020-06-04
215227;2025-12-08
212867;2025-04-30
206804;2023-05-25
212231;2025-03-19
50083;2010-09-01
78993;2018-02-21
209308;2024-05-13
202773;2021-06-26
209136;2024-04-29
215195;2025-12-03
212363;2025-03-25
160663;2019-12-05
205125;2022-07-19
50661;2011-11-25
213921;2025-08-21
70717;2017-11-21
211648;2025-01-27
214476;2025-09-18
206176;2023-02-08
213193;2025-05-28
133892;2019-08-20
51118;2013-11-11
203333;2021-08-26
213500;2025-06-26
51083;2013-08-15
50834;2012-08-23
50753;2012-05-17
197988;2020-08-10
51894;2016-10-13
212578;2025-04-08
88266;2018-05-11
51150;2014-02-07
205201;2022-07-21
204918;2022-06-10
50235;2010-09-22
191621;2020-06-05
76883;2018-01-19
205410;2022-08-26
63273;2017-05-23
82180;2018-04-23
202973;2021-07-14
212711;2025-04-15
206010;2023-01-09
214115;2025-08-26
208697;2024-02-23
206510;2023-04-12
50193;2010-09-16
50340;2010-10-07
202897;2021-07-06
211102;2024-11-25
206524;2023-04-14
212406;2025-03-28
51832;2016-09-14
213088;2025-05-20
213281;2025-06-09
211511;2025-01-14
210123;2024-08-09
51542;2016-05-02
202969;2021-07-14
212347;2025-03-24
211503;2025-01-14
215193;2025-12-03
207342;2023-07-31
51611;2016-05-13
210857;2024-10-15
214278;2025-09-04
68635;2017-10-16
51760;2016-08-10
213664;2025-07-18
216938;2026-04-29
50194;2010-09-16
63280;2017-05-25
211997;2025-02-20
200357;2020-09-25
50195;2010-09-16
211591;2025-01-22
204476;2022-03-17
214261;2025-09-10
50048;2010-08-26
211764;2025-02-03
205632;2022-10-06
214656;2025-10-23
207602;2023-09-04
68642;2017-10-18
90319;2018-06-01
51424;2015-11-25
51612;2016-05-13
51982;2016-11-22
203153;2021-08-02
209851;2024-07-15
208509;2024-01-29
61134;2017-03-20
205323;2022-08-10
210107;2024-08-07
203319;2021-08-25
51695;2016-06-06
169020;2020-02-14
216104;2026-02-20
203588;2021-10-07
214699;2025-10-09
205850;2022-11-29
204089;2022-01-10
179260;2020-03-20
214266;2025-09-09
216962;2026-04-30
114266;2019-04-01
203301;2021-08-23
50082;2010-09-01
212481;2025-03-31
214726;2025-10-08
209797;2024-07-05
208693;2024-02-22
217105;2026-05-13
207211;2023-07-12
51613;2016-05-13
211518;2025-01-14
206957;2023-06-16
51614;2016-05-13
203566;2021-10-06
211981;2025-02-19
202925;2021-07-08
204794;2022-05-19
216729;2026-04-09
133907;2019-08-21
89300;2018-05-21
213082;2025-05-20
203354;2021-08-31
209395;2024-05-21
217523;2026-07-03
76888;2018-01-22
204552;2022-03-30
213712;2025-08-19
181287;2020-03-30
92386;2018-06-27
215184;2025-12-08
164878;2020-01-21
213766;2025-07-28
200069;2020-08-19
82190;2018-04-23
214444;2025-10-01
202676;2021-06-09
213116;2025-05-21
211076;2024-11-13
209371;2024-05-24
203316;2021-08-25
163818;2020-01-15
203705;2021-10-26
132868;2019-08-12
206910;2023-06-12
205754;2022-10-25
200919;2020-12-15
209653;2024-06-20
206136;2023-02-01
67628;2017-10-16
158563;2019-12-05
202751;2021-06-26
93392;2018-06-29
215911;2026-02-20
207628;2023-09-06
210056;2024-08-01
216683;2026-04-13
207206;2023-07-12
205563;2022-09-21
215850;2026-01-29
176185;2020-03-11
205495;2022-09-12
89304;2018-05-22
204754;2022-05-11
217292;2026-05-29
205122;2022-07-18
208654;2024-02-19
214076;2025-08-26
211902;2025-02-13
213450;2025-06-24
114190;2019-03-25
216570;2026-03-26
216478;2026-04-08
51833;2016-09-15
215625;2026-01-21
214858;2025-10-17
50629;2011-09-14
211524;2025-01-15
206537;2023-04-17
208540;2024-01-31
210338;2024-09-02
61136;2017-03-22
50977;2013-01-31
211087;2024-11-13
203026;2021-07-20
215706;2026-02-02
107982;2019-02-08
204122;2022-01-12
61113;2017-03-09
210038;2024-07-31
216149;2026-02-24
202582;2021-05-17
213990;2025-08-18
215287;2025-12-05
206779;2023-05-23
212635;2025-04-11
